"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.709170948766449,11.7891925376972,-15.5839694654974,4.11395481431833e-43,8.09256051524558e-39,87.1395595551989,"TSPYL1"
1.03246111675126,7.94488711902989,13.9364357812694,2.97935293300247e-36,2.93034257725457e-32,71.5596048860816,"TIMM16"
1.18942978157657,10.0361165276048,13.7918441697405,1.16096480961437e-35,6.53759091473364e-32,70.2181538885318,"PPP1R14B"
0.868080597922578,9.13582318785313,13.7774148161731,1.32938659239157e-35,6.53759091473364e-32,70.0845503199956,"PSMG3"
0.992855452213839,7.77277329184725,13.5571191075482,1.04513200960124e-34,4.11175835217321e-31,68.0509486140531,"SAC3D1"
0.848958080674214,9.72282580898809,13.5057240453339,1.68793624019863e-34,5.53389896349121e-31,67.5782059226617,"BOLA2"
1.13966664052433,9.30592067559208,13.4391753609648,3.13687242952112e-34,8.81505965158714e-31,66.9670555719066,"FAM195A"
-1.65989056672684,6.06341117313727,-13.4133981114987,3.98672534449967e-34,9.80285928145663e-31,66.7306299068949,"SFMBT2"
0.621313520969414,10.1340760731374,13.2542634639334,1.74480750068734e-33,3.8135675940023e-30,65.2748445937898,"MRPS15"
-1.07890745176049,8.02720254663041,-13.1413297858217,4.95434775783951e-33,9.74569747444611e-30,64.2457429441932,"PGAP1"
0.537423765473571,10.1341924091642,13.1170649075316,6.19690796693981e-33,1.10817615106976e-29,64.0250767845637,"CHCHD8"
0.754225381533161,11.0292806052927,13.0746509961806,9.15986854850822e-33,1.45737336294608e-29,63.6397461876705,"NDUFB10"
0.764381743456351,9.4159344484405,13.0691993806454,9.63136277682837e-33,1.45737336294608e-29,63.5902538349411,"SFXN4"
-0.687133152983666,10.6297833722651,-13.0581439611185,1.06630733765225e-32,1.49823797421124e-29,63.4899124924182,"TOR1AIP1"
0.614609322245411,10.6747939858852,13.0367508048359,1.2982587434675e-32,1.70253651618328e-29,63.2958390078799,"COX5A"
0.703634694341849,9.87935373425884,12.9653688259014,2.50136902611353e-32,3.07527688204245e-29,62.6491955355887,"POLR2H"
0.530525592253689,9.93341814349019,12.8497627786808,7.21323750391748e-32,8.28142148184278e-29,61.6049650166429,"SSBP1"
-0.934990684852155,10.3221202954141,-12.8443686742056,7.57793638722841e-32,8.28142148184278e-29,61.556334756127,"KANK1"
-1.00539225229987,9.81586302080004,-12.8165660975203,9.77014743185337e-32,9.85702237284624e-29,61.3058147881429,"NR3C1"
-1.12642816256216,8.67539533319226,-12.8137811787497,1.00218823372947e-31,9.85702237284624e-29,61.2807330671659,"ACSL4"
0.808848226360331,12.7731265142324,12.7651989165949,1.56143956089262e-31,1.46262274296756e-28,60.8435498346275,"NME2"
0.713680220548062,9.32095645725948,12.7435404086953,1.90231043404212e-31,1.70092493400193e-28,60.6488702512332,"DDX39"
-2.0542581482819,4.82291502933971,-12.7383740652675,1.99401564085365e-31,1.70540355092314e-28,60.6024523593184,"PRKG1"
-1.74772480597377,6.53249875299727,-12.7070611523196,2.65206882920456e-31,2.12391697781932e-28,60.3212840047624,"GNAL"
0.684556577218038,8.87319143605675,12.7036630600567,2.7353832321212e-31,2.12391697781932e-28,60.290788858859,"ZMYND19"
-0.958855999264808,9.97023341306614,-12.6957662950618,2.93920627551231e-31,2.12391697781932e-28,60.2199349211916,"TEAD1"
0.473694834490345,9.18168378926681,12.6938063982867,2.9920944469573e-31,2.12391697781932e-28,60.2023525512735,"HTRA2"
-1.73047558094273,5.71841584120178,-12.6926691967975,3.02321566666366e-31,2.12391697781932e-28,60.1921511590895,"HSPA4L"
-1.70626192651099,7.04289694813548,-12.6151992444763,6.11238041991058e-31,4.14609087034693e-28,59.4981045273722,"ITGA9"
0.566184474605544,11.920353807114,12.5807368172144,8.35541308231637e-31,5.47864435807484e-28,59.1899369848354,"PPIA"
0.995517991385457,9.94729004954717,12.5632064356382,9.79411885604089e-31,5.97634726746253e-28,59.0333158598148,"C16orf13"
0.744404647772191,9.92839595489821,12.5606511937133,1.00234934086523e-30,5.97634726746253e-28,59.0104944341596,"NAA10"
-1.04333063428943,8.93061609099779,-12.5606247048303,1.00258990303626e-30,5.97634726746253e-28,59.0102578665348,"SH3PXD2B"
0.567333334621132,8.8163657932153,12.5278049333388,1.34951475648562e-30,7.80773669847902e-28,58.7173144022089,"ICT1"
0.731019694991138,10.5305489933511,12.5121587380436,1.55471754185331e-30,8.40255229239518e-28,58.5777751319192,"MRPS34"
0.511211374519515,9.5709843815703,12.5108041527665,1.573881854074e-30,8.40255229239518e-28,58.565697908862,"TRUB2"
0.459863359945468,9.47429601761618,12.5056610438962,1.64881277551996e-30,8.40255229239518e-28,58.5198480664079,"MRPL16"
-0.902101192390964,9.65519715668091,-12.5048361496298,1.66115719870705e-30,8.40255229239518e-28,58.512495046452,"CHD9"
-1.77207461180333,3.88616882699302,-12.5045207248973,1.66590178131977e-30,8.40255229239518e-28,58.5096834391427,"STOX2"
0.571759905351472,10.2310120638433,12.4751593202715,2.17216189108121e-30,1.06821491398646e-27,58.2480983371701,"DDX49"
-0.958569685940486,10.3743271332838,-12.4279181667287,3.32712798511825e-30,1.53363658404886e-27,57.8277800589409,"MYCBP2"
-0.775331245098728,8.96697254834988,-12.4276097658181,3.3363945012379e-30,1.53363658404886e-27,57.8250384077337,"FOXO1"
0.424994847130311,11.2860351664016,12.4270768802991,3.35246673347064e-30,1.53363658404886e-27,57.8203011822621,"C14orf166"
0.53471991130951,7.9112204120706,12.4113019793957,3.86483049357677e-30,1.72784274179883e-27,57.6801062576229,"RPL26L1"
-0.802250823424917,8.22055879640032,-12.3938219437329,4.52411176489249e-30,1.97764005616001e-27,57.5248484519782,"FBXO30"
-1.3343169404389,3.43885119836568,-12.3096235853637,9.64789230223674e-30,4.11656807771569e-27,56.7783487584054,"ZNF660"
1.03080437332392,7.1939124406779,12.3074764969485,9.83573278697765e-30,4.11656807771569e-27,56.7593421953358,"MXD3"
-0.522702718015962,10.0968302600397,-12.3016234678853,1.03664965431467e-29,4.24831986458832e-27,56.7075372017735,"PRDM2"
0.740123150031163,8.93706785315651,12.2964464189738,1.08596839650321e-29,4.35960904645198e-27,56.6617244213591,"RPUSD1"
0.531343207188748,9.62225484735649,12.2865572699664,1.18676403492726e-29,4.66896706621081e-27,56.5742371482877,"NIT2"
-0.880087066652699,10.9647814959523,-12.2664869553225,1.42087269803094e-29,5.48038957705227e-27,56.3967756984916,"PBX1"
0.650000648506843,9.69654652354319,12.2588321735441,1.52181616130218e-29,5.7568549440337e-27,56.3291263668402,"MRPL14"
-1.53304435196589,7.52038655922846,-12.2564983311463,1.55399040220981e-29,5.76765003808851e-27,56.3085047321846,"ZNF516"
0.913027118082573,10.4785436208377,12.2436050062073,1.74433952711272e-29,6.35424126626563e-27,56.1946120941003,"MRPL12"
0.877693218579791,9.17591206625145,12.2373674829244,1.84459065402946e-29,6.59726231916611e-27,56.1395324873295,"EXOSC4"
0.499742432289414,8.43416125666918,12.2205976870492,2.14348719997945e-29,7.52938155549925e-27,55.9915115843861,"C7orf30"
0.48272246454971,10.6255420475333,12.2098369528071,2.3602095358007e-29,8.14520732960274e-27,55.8965785915075,"DAZAP1"
0.906834040237036,8.17989908365701,12.205108317305,2.4622195985558e-29,8.29406958280167e-27,55.8548736975764,"C7orf47"
-1.60952788322944,3.83467130143465,-12.2036895447983,2.4936743703801e-29,8.29406958280167e-27,55.8423620461343,"RAB9B"
-0.531324996187728,12.1419297419771,-12.2020802978017,2.52983668836409e-29,8.29406958280167e-27,55.8281714618348,"PRKAR1A"
0.741765774783657,10.7007011424712,12.1933085401349,2.7363320600183e-29,8.82399802501966e-27,55.7508356218613,"FAM50A"
0.600909074847355,10.7443047741974,12.1838050888842,2.97903279059226e-29,9.45170226189359e-27,55.6670771959918,"PRELID1"
0.567057883918705,7.41666387965655,12.1553854858289,3.84030574204159e-29,1.19598850263182e-26,55.4167782607413,"CCDC58"
-1.60658173270804,7.58840564371742,-12.153912107346,3.89117300434327e-29,1.19598850263182e-26,55.4038090594994,"MAML2"
0.763831578968674,14.240331435956,12.1435096216771,4.26991729788202e-29,1.2922083564098e-26,55.3122630174715,"RPL30"
-0.9358400437815,8.61652177739497,-12.1397323736439,4.41634620175572e-29,1.31627191113238e-26,55.2790305464044,"TTC28"
-1.83445849769719,5.3325110116178,-12.1378447108317,4.491386649715e-29,1.318657713232e-26,55.262424531352,"RGS7BP"
0.598234190599097,10.5275333403689,12.130291389514,4.8045755207534e-29,1.37682549692535e-26,55.1959887537919,"HSD17B10"
0.757166338562621,5.41249440024862,12.1297116613929,4.82949312632042e-29,1.37682549692535e-26,55.1908904924753,"RPSAP9"
0.572102272754243,9.38822096353554,12.1049365295368,6.02370391801216e-29,1.69274685387453e-26,54.9731163083831,"SDCCAG3"
-1.79197100602539,2.79609253181449,-12.0925715032867,6.72549615013041e-29,1.86334133477768e-26,54.8645035357091,"PAK3"
-1.9838181130254,4.09817555972622,-12.0835939718773,7.28550083167288e-29,1.99045953971996e-26,54.7856779567511,"PGM5P2"
0.601258939512544,9.68521054607026,12.0782003875993,7.64402680701205e-29,2.05980344274978e-26,54.7383334920423,"MRPS33"
0.543150085370142,9.60772211358798,12.074164658834,7.92373517472845e-29,2.10632154894707e-26,54.7029145278317,"ARPC5L"
0.422299569691607,11.2858568092362,12.0669376586065,8.45033087454203e-29,2.21635278177488e-26,54.6395014480617,"PPM1G"
0.704964762073345,9.23098965662708,12.051973915148,9.65401852680898e-29,2.4987394531692e-26,54.5082581240577,"MRPS12"
0.822992141771131,14.4814374268719,12.0270277157118,1.20518036864988e-28,3.07884454957296e-26,54.2896282006697,"RPL37A"
-0.564538980075284,12.4652505644887,-12.0238200107625,1.24003470706226e-28,3.12727214392586e-26,54.2615308862605,"TGOLN2"
0.628834108031189,9.39114635912999,12.0183515310159,1.30178359285724e-28,3.24144114621454e-26,54.2136387218805,"PDCD5"
0.638560856395063,10.2738516244212,12.0077679171314,1.43012032731365e-28,3.506901443714e-26,54.1209776240845,"ATP5G1"
